1,18.828360
2,18.828489
3,18.238987
12,17.474834
13,16.196238
14,15.213041
15,14.371419
24,13.194490
25,12.122251
26,11.192760
27,10.440390
36,9.679760
37,8.902600
38,8.208510
39,7.641034
48,7.176884
49,6.706073
50,6.211278
51,5.795548
60,5.386087
61,5.018903
62,4.683597
63,4.376260
72,4.088465
73,3.820457
74,3.573558
75,3.399251
84,3.261366
85,3.089718
86,2.928721
87,2.763965
96,2.650551
97,2.526950
98,2.404371
99,2.289926
108,2.184914
109,2.360497
110,2.247926
111,2.161974
120,2.097785
121,2.017817
122,2.064508
123,1.979244
132,1.970440
133,1.881791
134,1.817739
135,1.810435
144,1.828397
145,1.775978
146,1.719002
147,1.649524
156,1.573641
157,1.512128
158,1.473355
159,1.402215
168,1.386562
169,1.348800
170,1.311040
171,1.258112
180,1.286440
181,1.255885
182,1.241138
183,1.253801
192,1.234255
193,1.232487
194,1.231338
195,1.198557
204,1.191686
205,1.142319
206,1.124191
207,1.125686
216,1.137641
217,1.089757
218,1.076270
219,1.053598
228,1.040570
229,1.070184
230,1.079017
231,1.081036
240,1.074726
241,1.093281
242,1.093690
243,1.091533
252,1.117555
253,1.092981
254,1.124997
255,1.132766
264,1.144306
265,1.122766
266,1.093092
267,1.114443
276,1.093020
277,1.056342
278,1.074563
279,1.052746
288,1.066001
289,1.037575
290,1.025335
291,1.001264
300,0.997247
301,0.995270
302,0.989292
303,0.987723
312,0.962533
313,0.955199
314,0.951486
315,0.934674
324,0.948618
325,0.910446
326,0.908245
327,0.909300
336,0.881235
337,0.884602
338,0.916598
339,0.944788
348,0.937759
349,0.947661
350,0.932796
351,0.923970
360,0.898369
361,0.915574
362,0.899362
363,0.921310
372,0.884215
373,0.866763
374,0.885244
375,0.884734
384,0.917040
385,0.908468
386,0.916519
387,0.921329
396,0.923286
397,0.894098
398,0.905457
399,0.923401
408,0.908862
409,0.924932
410,0.892597
411,0.887014
420,0.883585
421,0.859508
422,0.872114
423,0.860984
432,0.850515
433,0.872556
434,0.879954
435,0.891916
444,0.891247
445,0.869302
446,0.873567
447,0.864627
456,0.884125
457,0.881715
458,0.877813
459,0.852524
468,0.829508
469,0.870932
470,0.881372
471,0.897038
480,0.901420
481,0.877494
482,0.867656
483,0.860716
492,0.859453
493,0.842184
494,0.843251
495,0.835558
504,0.826433
505,0.813507
506,0.795490
507,0.778967
516,0.783632
517,0.793660
518,0.780130
519,0.788834
528,0.808797
529,0.821512
530,0.821109
531,0.840487
540,0.858850
541,0.841205
542,0.808291
543,0.813567
552,0.813743
553,0.792733
554,0.772741
555,0.822046
564,0.804608
565,0.788909
566,0.786322
567,0.762945
576,0.739467
577,0.761891
578,0.778401
579,0.773156
588,0.785408
589,0.796633
590,0.786508
591,0.799128
600,0.797149
601,0.794621
602,0.803081
603,0.785877
612,0.781082
613,0.779677
614,0.802217
615,0.820898
624,0.819861
625,0.834268
626,0.814625
627,0.795530
636,0.777347
637,0.769908
638,0.782249
639,0.794797
648,0.789668
649,0.807445
650,0.820541
651,0.806753
660,0.816212
661,0.788054
662,0.765815
663,0.759392
672,0.762936
673,0.763602
674,0.753766
675,0.742907
684,0.740308
685,0.722671
686,0.705586
687,0.715155
696,0.717863
697,0.722864
698,0.728703
699,0.730551
708,0.801396
709,0.776653
710,0.790531
711,0.781568
720,0.786204
721,0.786201
722,0.770094
723,0.781903
732,0.783521
733,0.760278
734,0.756722
735,0.752605
744,0.734798
745,0.739543
746,0.744671
747,0.731735
756,0.748500
757,0.758546
758,0.755861
759,0.748103
768,0.739239
769,0.737301
770,0.729931
771,0.706232
780,0.696774
781,0.690123
782,0.705715
783,0.688642
792,0.685814
793,0.681287
794,0.669152
795,0.685901
804,0.708151
805,0.709088
806,0.711340
807,0.735529
816,0.718305
817,0.724507
818,0.742214
819,0.829560
828,0.808047
829,0.796859
830,0.790614
831,0.765680
840,0.757537
841,0.750747
842,0.757016
843,0.778891
852,0.786404
853,0.782071
854,0.815954
855,0.789291
864,0.818383
865,0.813578
866,0.799176
867,0.773592
876,0.768073
877,0.746714
878,0.745089
879,0.748549
888,0.742709
889,0.727373
890,0.750723
891,0.726879
900,0.708388
901,0.701730
902,0.712552
903,0.707843
912,0.733965
913,0.738249
914,0.718980
915,0.730584
924,0.735698
925,0.737551
926,0.726944
927,0.729948
936,0.718035
937,0.713105
938,0.702634
939,0.710619
948,0.732311
949,0.725109
950,0.731069
951,0.730470
960,0.725956
961,0.742984
962,0.750624
963,0.788548
972,0.787412
973,0.760053
974,0.760410
975,0.754594
984,0.760473
985,0.758353
986,0.740235
987,0.733055
996,0.745775
997,0.745700
998,0.771440
999,0.734625
1008,0.738892
1009,0.730196
1010,0.738809
1011,0.712569
1020,0.689770
1021,0.685485
1022,0.687228
1023,0.695072
1032,0.681602
1033,0.696714
1034,0.685469
1035,0.703906
1044,0.688018
1045,0.663397
1046,0.666331
1047,0.699579
1056,0.681435
1057,0.692706
1058,0.670739
1059,0.687582
1068,0.671370
1069,0.664099
1070,0.660542
1071,0.649556
1080,0.653677
1081,0.635483
1082,0.655000
1083,0.643349
1092,0.657633
1093,0.658195
1094,0.672523
1095,0.652233
1104,0.652374
1105,0.661381
